sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0076,google/guava,e16c9e16b2e645d884944b721522aeb85e4c8bbf,guava/src/com/google/common/graph/NetworkBuilder.java,class,NetworkBuilder,"@Beta public final class NetworkBuilder<N, E> extends AbstractGraphBuilder<N>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Update some javadoc in the graph builders, add sample code. Run g4 fix on the files."
sample_0077,google/guava,41becc60f5e1d8b121846c890478d39e6ec42979,guava/src/com/google/common/graph/Graphs.java,class,Graphs,@Beta public final class Graphs,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rename ValueGraph to Graph.
sample_0078,google/guava,ceee77fafdc9bdc5e2e6df85e231879c4ab6d755,guava/src/com/google/common/graph/Graphs.java,class,Graphs,@Beta public final class Graphs,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Rename ""Graph"" to ""BasicGraph"". Flip the inheritance hierarchy. Now, BasicGraph<N> extends ValueGraph<N, Presence>."
sample_0079,google/guava,ceee77fafdc9bdc5e2e6df85e231879c4ab6d755,guava/src/com/google/common/graph/Network.java,method,asGraph,"ValueGraph<N, Set<E>> asGraph()",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Rename ""Graph"" to ""BasicGraph"". Flip the inheritance hierarchy. Now, BasicGraph<N> extends ValueGraph<N, Presence>."
sample_0080,google/guava,ceee77fafdc9bdc5e2e6df85e231879c4ab6d755,guava/src/com/google/common/graph/ValueGraph.java,class,ValueGraph,"@Beta public interface ValueGraph<N, V>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Rename ""Graph"" to ""BasicGraph"". Flip the inheritance hierarchy. Now, BasicGraph<N> extends ValueGraph<N, Presence>."
sample_0081,google/guava,3a26a954c12ce3ba0540f93f7be62fc011304748,guava/src/com/google/common/graph/GraphProperties.java,method,isCyclic,public static boolean isCyclic(Graph<?> graph),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Update isCyclic() to work on both directed and undirected graphs. This is part of the effort to move it to Graphs (which I'll do in a followup CL), so we can delete the GraphProperties class!"
sample_0082,google/guava,e076a9d722a8eb6bdb3f4da5aee9306a0376821b,guava/src/com/google/common/graph/Endpoints.java,method,adjacentNode,public final N adjacentNode(Object node),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Endpoints.java: revert language change in Endpoints.adjacentNode()'s exception message; ""does not contain"" seems more appropriate even though Endpoints is no longer a Collection. ""is incident to"" implies that ""Endpoints"" is really a misnomer for ""Edge"", which is sort of OK for Graph but not so much for Network, and ""contain"" works in both cases."
sample_0083,google/guava,80a312f5a6c565d9dfe1355d723222c7ad8f4d1f,guava/src/com/google/common/graph/Endpoints.java,class,Endpoints,@Beta public abstract class Endpoints<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Some tweaks to the Endpoints class
sample_0084,google/guava,62ab4d2820243c1fac6c232a1cf7b7dc455ca107,guava/src/com/google/common/graph/Endpoints.java,class,Directed,private static final class Directed<N> extends Endpoints<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Make the Endpoints subclasses private. Expose a package-private isDirected() method. The instanceof check felt a little hacky to me.
sample_0085,google/guava,62ab4d2820243c1fac6c232a1cf7b7dc455ca107,guava/src/com/google/common/graph/Endpoints.java,class,Undirected,private static final class Undirected<N> extends Endpoints<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Make the Endpoints subclasses private. Expose a package-private isDirected() method. The instanceof check felt a little hacky to me.
sample_0086,google/guava,5803c43d7e79b969b12fb61ed423dbb07fddfc6c,guava/src/com/google/common/collect/MapMakerInternalMap.java,class,WeakValueReference,"interface WeakValueReference<K, V, E extends InternalEntry<K, V, E>>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Redesign of MapMakerInternalMap with the motivation of saving a lot of memory by not wastefully having stuff that's unneeded. The algorithm (the j.u.concurrent.ConcurrentHashMap-inspired segments of hash tables) is untouched.
sample_0087,google/guava,d6ef78ff26c28401c4bd8a61b75cfdf052b65696,guava/src/com/google/common/graph/NodeConnections.java,class,NodeConnections,interface NodeConnections<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Rename NodeConnections to NetworkConnections and NodeAdjacencies to GraphConnections. Have a base interface called ""NodeConnections"". This change is just cosmetic right now (although we do refer to these things as ""connections"" everywhere, so it's nice to actually have ""NodeConnections"" be the base interface), but it will make more sense in the context of ValueGraph (there will be a ValueGraphConnections)."
sample_0088,google/guava,b79501ac1cf46d791a0a2f44ac208ee84247f9b3,guava/src/com/google/common/graph/AbstractNetwork.java,method,toString,@Override public String toString(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Small tweaks to some methods in AbstractGraph/Networks. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=127546964
sample_0089,google/guava,501e3353f543e2cb3e0f147ec1329dbc7c7a6f3e,guava/src/com/google/common/graph/SimpleEdgesConnecting.java,class,SimpleEdgesConnecting,final class SimpleEdgesConnecting<E> extends AbstractSet<E>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Update edgesConnecting().size() and edgesConnecting().isEmpty() to be more efficient for Networks with parallel edges. In particular, take advantage of the cached successor multisets. Currently the methods are always O(D). This will also be O(D) if successors hasn't been invoked, but will be O(1) for future calls. For example, with something like"
sample_0090,google/guava,6ed0a709a546f1d2c3de6a56c032c2c5261926ae,guava/src/com/google/common/graph/Graphs.java,method,equal,"public static boolean equal(@Nullable Graph<?> graph1, @Nullable Graph<?> graph2)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Update definitions of equals() and hashCode() for Graph/Network. The new hashCode() shouldn't change any behavior (of course) but should be more efficient for directed graphs. equals() does change behavior in certain corner cases (see [] but it was arguably broken before. To keep things simple, we now flat out say directed != undirected. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=126965617"
sample_0091,google/guava,7850a145998c2dd7c01f256d85f967bab0ca3294,guava/src/com/google/common/collect/ConcurrentHashMultiset.java,method,create,@Beta @Deprecated public static <E> ConcurrentHashMultiset<E> create(MapMaker mapMaker),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add ConcurrentHashMultiset.create(ConcurrentMap). Deprecated and 'MOE insert public' for ConcurrentHashMultiset.create(MapMaker). Migrate [] users to the latter.
sample_0092,google/guava,7fbd99f23566e293a6b89db4639b91e31b6053b8,guava/src/com/google/common/graph/Graphs.java,method,oppositeNode,"public static <N> N oppositeNode(Network<N, ?> graph, Object edge, Object node)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Change the return type of Network.incidentNodes() from Set<N> to Endpoints<N>. This also replaces the source() and target() methods on Network and moves them to Endpoints. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=125092926
sample_0093,google/guava,7fbd99f23566e293a6b89db4639b91e31b6053b8,guava/src/com/google/common/graph/Graphs.java,method,parallelEdges,"public static <N, E> Set<E> parallelEdges(Network<N, E> graph, Object edge)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Change the return type of Network.incidentNodes() from Set<N> to Endpoints<N>. This also replaces the source() and target() methods on Network and moves them to Endpoints. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=125092926
sample_0094,google/guava,1de67afcb295c771fb00a98281c6becf74926e76,guava/src/com/google/common/base/Predicates.java,method,assignableFrom,@GwtIncompatible // Class.isAssignableFrom @Beta @Deprecated public static Predicate<Class<?>> assignableFrom(Class<?> clazz),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Predicates.subtypeOf, a correctly-named duplicate of Predicates.assignableFrom. Deprecate the latter. Add javadoc."
sample_0095,google/guava,f206690a68af12667fea42eb6df515c98dedf575,guava/src/com/google/common/collect/MapMakerInternalMap.java,class,ReferenceEntry,"interface ReferenceEntry<K, V>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove MapMaker.expireAfterWrite(), the expirationQueue, ticker related functionality, and all expirable/evictable related implementation details. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=120703596"
sample_0096,google/guava,660634db9f0aca515d34931e6afa0f032b197918,guava/src/com/google/common/graph/ConfigurableNetwork.java,class,ConfigurableNetwork,"class ConfigurableNetwork<N, E> extends AbstractConfigurableNetwork<N, E> implements MutableNetwork<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Reduce the memory usage of Networks by roughly 20%. Delete the IncidentNodes class. Remove (unused) equals/hashcode impl from NodeConnections. Additionally, removeEdge() is now O(1) in all cases (used to be O(D) for networks with parallel edges). edgesConnecting() is now O(1) for networks that don’t allow parallel edges (used to be O(D), even though a network without parallel edges cannot return > 1 edge for this method). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=120272801"
sample_0097,google/guava,660634db9f0aca515d34931e6afa0f032b197918,guava/src/com/google/common/graph/DirectedNodeConnections.java,class,DirectedNodeConnections,"final class DirectedNodeConnections<N, E> extends AbstractDirectedNodeConnections<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Reduce the memory usage of Networks by roughly 20%. Delete the IncidentNodes class. Remove (unused) equals/hashcode impl from NodeConnections. Additionally, removeEdge() is now O(1) in all cases (used to be O(D) for networks with parallel edges). edgesConnecting() is now O(1) for networks that don’t allow parallel edges (used to be O(D), even though a network without parallel edges cannot return > 1 edge for this method). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=120272801"
sample_0098,google/guava,660634db9f0aca515d34931e6afa0f032b197918,guava/src/com/google/common/graph/UndirectedNodeConnections.java,class,UndirectedNodeConnections,"final class UndirectedNodeConnections<N, E> extends AbstractUndirectedNodeConnections<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Reduce the memory usage of Networks by roughly 20%. Delete the IncidentNodes class. Remove (unused) equals/hashcode impl from NodeConnections. Additionally, removeEdge() is now O(1) in all cases (used to be O(D) for networks with parallel edges). edgesConnecting() is now O(1) for networks that don’t allow parallel edges (used to be O(D), even though a network without parallel edges cannot return > 1 edge for this method). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=120272801"
sample_0099,google/guava,c1c5dae45283129c67eb7d5d2b5b90eff4c92c4c,guava/src/com/google/common/graph/ConfigurableGraph.java,class,ConfigurableGraph,class ConfigurableGraph<N> extends AbstractConfigurableGraph<N> implements MutableGraph<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Graph.java: break out mutation- and edge-specific methods into subinterfaces * Network.java: edge-specific methods (extends Graph) * MutableGraph.java: mutation methods for Graph (extends Graph) * MutableNetwork.java: mutation methods for Network (extends Network) Graph<N, E> becomes Graph<N>."
sample_0100,google/guava,c1c5dae45283129c67eb7d5d2b5b90eff4c92c4c,guava/src/com/google/common/graph/Graph.java,class,Graph,@Beta public interface Graph<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Graph.java: break out mutation- and edge-specific methods into subinterfaces * Network.java: edge-specific methods (extends Graph) * MutableGraph.java: mutation methods for Graph (extends Graph) * MutableNetwork.java: mutation methods for Network (extends Network) Graph<N, E> becomes Graph<N>."
sample_0101,google/guava,c1c5dae45283129c67eb7d5d2b5b90eff4c92c4c,guava/src/com/google/common/graph/ImmutableGraph.java,class,ImmutableGraph,public final class ImmutableGraph<N> extends AbstractConfigurableGraph<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Graph.java: break out mutation- and edge-specific methods into subinterfaces * Network.java: edge-specific methods (extends Graph) * MutableGraph.java: mutation methods for Graph (extends Graph) * MutableNetwork.java: mutation methods for Network (extends Network) Graph<N, E> becomes Graph<N>."
sample_0102,google/guava,2bcf189a62275bb23fd92edf4dc72e9ad849a89e,guava/src/com/google/common/base/Throwables.java,method,propagateIfInstanceOf,"public static <X extends Throwable> void propagateIfInstanceOf( @Nullable Throwable throwable, Class<X> declaredType) throws X",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add throwIfUnchecked and throwIfInstanceOf. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=119271623
sample_0103,google/guava,2bcf189a62275bb23fd92edf4dc72e9ad849a89e,guava/src/com/google/common/base/Throwables.java,method,propagateIfPossible,public static void propagateIfPossible(@Nullable Throwable throwable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add throwIfUnchecked and throwIfInstanceOf. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=119271623
sample_0104,google/guava,2bcf189a62275bb23fd92edf4dc72e9ad849a89e,guava/src/com/google/common/base/Throwables.java,method,propagate,@CanIgnoreReturnValue public static RuntimeException propagate(Throwable throwable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add throwIfUnchecked and throwIfInstanceOf. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=119271623
sample_0105,google/guava,83999cb0c1e5d26aebcf16ac38f66a76def284e3,guava/src/com/google/common/graph/GraphConfig.java,method,compatibleWith,public boolean compatibleWith(GraphConfig that),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"GraphConfig: fix logic bug in compatibleWith(), document the correct behavior, and add tests. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=115078269"
sample_0106,google/guava,b9731bcb3345be0f9a184fae26c6747351365c90,guava/src/com/google/common/graph/AbstractImmutableGraph.java,class,AbstractImmutableGraph,"abstract class AbstractImmutableGraph<N, E> extends AbstractConfigurableGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create an abstract base class for our graph implementations. Eliminate lots of redundant code! Also improves the (currently incorrectly documented) runtime of removeNode() in IncidenceSetUndirectedGraph on multigraphs from O(degree^2) to O(degree). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=114995238
sample_0107,google/guava,b9731bcb3345be0f9a184fae26c6747351365c90,guava/src/com/google/common/graph/AbstractImmutableGraph.java,class,Builder,"abstract static class Builder<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create an abstract base class for our graph implementations. Eliminate lots of redundant code! Also improves the (currently incorrectly documented) runtime of removeNode() in IncidenceSetUndirectedGraph on multigraphs from O(degree^2) to O(degree). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=114995238
sample_0108,google/guava,b9731bcb3345be0f9a184fae26c6747351365c90,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,class,ImmutableDirectedGraph,"@Beta public final class ImmutableDirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements DirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create an abstract base class for our graph implementations. Eliminate lots of redundant code! Also improves the (currently incorrectly documented) runtime of removeNode() in IncidenceSetUndirectedGraph on multigraphs from O(degree^2) to O(degree). Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=114995238
sample_0109,google/guava,20078868d0e6b7739cc806319dcfe1534f82d74d,guava/src/com/google/common/graph/Graphs.java,method,equal,"public static boolean equal(@Nullable Graph<?, ?> graph1, @Nullable Graph<?, ?> graph2)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Introduce AbstractGraph. This is a bare-bones base class that all Graph implementations should be able to extend (analogous to e.g. AbstractSet for Sets). It ensures there is consistent equals()/hashCode() across different Graph implementations. Additionally, this CL drops the requirement that two graphs have to have ""the same type"" to be equal. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=114901380"
sample_0110,google/guava,248ce9fde9013bb1562b1f1647abc6017c37811d,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,class,ImmutableDirectedGraph,"@Beta public final class ImmutableDirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements DirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0111,google/guava,248ce9fde9013bb1562b1f1647abc6017c37811d,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,method,edgesConnecting,"@Override public Set<E> edgesConnecting(Object node1, Object node2)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0112,google/guava,248ce9fde9013bb1562b1f1647abc6017c37811d,guava/src/com/google/common/graph/ImmutableUndirectedGraph.java,class,ImmutableUndirectedGraph,"@Beta public final class ImmutableUndirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements UndirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0113,google/guava,6336404e539bb948caac14b4a00152409c3e7120,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,class,ImmutableDirectedGraph,"@Beta public final class ImmutableDirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements DirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Automated g4 rollback of changelist 113583321.
sample_0114,google/guava,6336404e539bb948caac14b4a00152409c3e7120,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,method,edgesConnecting,"@Override public Set<E> edgesConnecting(Object node1, Object node2)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Automated g4 rollback of changelist 113583321.
sample_0115,google/guava,6336404e539bb948caac14b4a00152409c3e7120,guava/src/com/google/common/graph/ImmutableUndirectedGraph.java,class,ImmutableUndirectedGraph,"@Beta public final class ImmutableUndirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements UndirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Automated g4 rollback of changelist 113583321.
sample_0116,google/guava,8b0ec570c69b969b47262eff5935ddc7a80ced50,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,class,ImmutableDirectedGraph,"@Beta public final class ImmutableDirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements DirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0117,google/guava,8b0ec570c69b969b47262eff5935ddc7a80ced50,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,method,edgesConnecting,"@Override public Set<E> edgesConnecting(Object node1, Object node2)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0118,google/guava,8b0ec570c69b969b47262eff5935ddc7a80ced50,guava/src/com/google/common/graph/ImmutableUndirectedGraph.java,class,ImmutableUndirectedGraph,"@Beta public final class ImmutableUndirectedGraph<N, E> extends AbstractImmutableGraph<N, E> implements UndirectedGraph<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove ""SetView"" from all graph implementations. See [] for why it should be killed with fire. In particular, it made the returned Sets have O(N) (in both time and memory) size() and contains() methods, and in one case, O(N^2) iteration!"
sample_0119,google/guava,89b3eb1405241540dda1313953127fb01d4fc98f,guava/src/com/google/common/collect/ImmutableRangeSet.java,method,add,@Deprecated @Override public void add(Range<C> range),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add deprecation notices to mutation methods on ImmutableRange{Set,Map} as per https://github.com/google/guava/issues/2258. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=110711365"
sample_0120,google/guava,1b7e2844d82c1114c208bb98ee851f1aade328cc,guava/src/com/google/common/math/Stats.java,method,fromByteArray,public static Stats fromByteArray(byte[] byteArray),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Adds to PairedStats toByteArray() and fromByteArray() to facilitate (faster) serialization. Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=110027472
sample_0121,google/guava,64164e46013f0939a0e6539620c33588ced0e6cf,guava/src/com/google/common/collect/Maps.java,method,uniqueIndex,"public static <K, V> ImmutableMap<K, V> uniqueIndex( Iterator<V> values, Function<? super V, K> keyFunction)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Suggest Multimaps.index from Maps.index -- both in its Javadoc and in its failure messages. Rewrite the Javadoc more generally. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=94485597
sample_0122,google/guava,e72e09f8516936c000f25118b0dead2adc8e3930,guava/src/com/google/common/io/ByteSource.java,method,isEmpty,public boolean isEmpty() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add size-related methods to Byte/CharSource
sample_0123,google/guava,e72e09f8516936c000f25118b0dead2adc8e3930,guava/src/com/google/common/io/ByteSource.java,method,size,public long size() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add size-related methods to Byte/CharSource
sample_0124,google/guava,45d5463b53e9e327cf1f86ea954853f781773677,guava/src/com/google/common/reflect/ClassPath.java,class,Scanner,abstract static class Scanner,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Refactored Scanner.onJarEntry() and onResourceFile() to scanJarFile() and scanDirectory().
sample_0125,google/guava,a904e91af4eea83b91f7bf3acff90b14927eced7,guava/src/com/google/common/reflect/ClassPath.java,method,url,public final URL url() throws NoSuchElementException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix ClassPath by exposing Scanner for internal clients to customize.
sample_0126,google/guava,7af428ed5883d5237849d44a76d8ec0f41c10080,guava/src/com/google/common/collect/ImmutableMapEntry.java,class,ImmutableMapEntry,"@GwtIncompatible(""unnecessary"") class ImmutableMapEntry<K, V> extends ImmutableEntry<K, V>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Simplify the ImmutableMapEntry shared code by making the base ImmutableMapEntry class terminal and sharing the subclasses for non-terminal nodes in the hash table. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=89319446
sample_0127,google/guava,a7acd431fa71b18a09310216c47cef48533fe109,guava/src/com/google/common/util/concurrent/CollectionFuture.java,class,CollectionFuture,"@GwtCompatible abstract class CollectionFuture<V, C> extends AggregateFuture<V, C>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Refactorings in util.concurrent so more code can be shared. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=88247030
sample_0128,google/guava,0fd4c5832699b3fb43bfe280794e02d29ba51ea2,guava/src/com/google/common/reflect/ClassPath.java,method,url,public final URL url(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Collect all resource URLs in the ResourceInfo objects.
sample_0129,google/guava,5bd76be2e74fde183e6c43788bf5d8f5e572ada2,guava/src/com/google/common/reflect/ClassPath.java,method,url,public final URL url(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Re-add Google-internal getAllEntries. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=85742568
sample_0130,google/guava,42b35e1ea6626ba910a9c17ef1a70af60cae2190,guava/src/com/google/common/reflect/ClassPath.java,method,url,public final URL url(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add Google-internal getAllEntries. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=85375065
sample_0131,google/guava,9f90d2c3f0c897b030941a2d8f424f2a06048439,guava/src/com/google/common/reflect/TypeToken.java,method,isAssignableFrom,@Deprecated public final boolean isAssignableFrom(TypeToken<?> type),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add isSupertypeOf and isSubtypeOf, deprecating isAssignableFrom. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=85327607"
sample_0132,google/guava,a451495691f7e57de33344899e3ea2e0383a14be,guava/src/com/google/common/util/concurrent/SerializingExecutor.java,class,SerializingExecutor,final class SerializingExecutor implements Executor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix after rollback changelist 84974387.
sample_0133,google/guava,3ecb65ed9929066408b0feee0161a6829e753fb7,guava/src/com/google/common/util/concurrent/SerializingExecutor.java,class,SerializingExecutor,final class SerializingExecutor implements Executor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rollback of: Add some functionality to SerializingExecutor and rework its code.
sample_0134,google/guava,782032c03df5282bbedb1935b95a69e086affabf,guava/src/com/google/common/util/concurrent/SerializingExecutor.java,class,SerializingExecutor,final class SerializingExecutor implements Executor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add some functionality to SerializingExecutor and rework its code.
sample_0135,google/guava,c0b37db12875fe340dbf82fabfea8264f7c61de6,guava/src/com/google/common/util/concurrent/AbstractFuture.java,method,setFuture,@Beta protected boolean setFuture(ListenableFuture<? extends V> future),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rollforward the previously rolled back AbstractFuture change. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=81501035
sample_0136,google/guava,8ffa41f28347579fbd3363543fd9afae89ef0b48,guava/src/com/google/common/util/concurrent/AbstractFuture.java,method,setFuture,@Beta protected boolean setFuture(ListenableFuture<? extends V> future),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rollback previous change. Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=81455024
sample_0137,google/guava,b5eb4953579952edd753540e2919463a3ac1630d,guava/src/com/google/common/util/concurrent/AbstractFuture.java,method,setFuture,@Beta protected boolean setFuture(ListenableFuture<? extends V> future),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Increase the guarantees about what happens when you call setFuture with a completed future.
sample_0138,google/guava,353ae349a24fb6c9b3e233ca03e4012761c7f3d8,guava/src/com/google/common/util/concurrent/AbstractFuture.java,class,AbstractFuture,public abstract class AbstractFuture<V> implements ListenableFuture<V>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rewrite AbstractFuture to fix the following issues
sample_0139,google/guava,353ae349a24fb6c9b3e233ca03e4012761c7f3d8,guava/src/com/google/common/util/concurrent/AbstractFuture.java,method,set,protected boolean set(@Nullable V value),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rewrite AbstractFuture to fix the following issues
sample_0140,google/guava,353ae349a24fb6c9b3e233ca03e4012761c7f3d8,guava/src/com/google/common/util/concurrent/AbstractFuture.java,method,setException,protected boolean setException(Throwable throwable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rewrite AbstractFuture to fix the following issues
sample_0141,google/guava,0b4e7e5df7f985026f731f10f2c37a44543a5355,guava/src/com/google/common/util/concurrent/SmoothRateLimiter.java,class,SmoothWarmingUp,static final class SmoothWarmingUp extends SmoothRateLimiter,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Modify SmoothRateLimiter so that the ratio between maximum-permits-per-second and minimum-permits-per-seconds can be specified -- currently this ratio is hard coded to 3.
sample_0142,google/guava,ac25c5019e61dae7a993562235b8de4fdada0394,guava/src/com/google/common/util/concurrent/Monitor.java,method,enterWhen,"public boolean enterWhen(Guard guard, long time, TimeUnit unit) throws InterruptedException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Integration of Justin Sampson's fixes to Monitor and addition of extensive tests.
sample_0143,google/guava,ac25c5019e61dae7a993562235b8de4fdada0394,guava/src/com/google/common/util/concurrent/Monitor.java,method,waitFor,"public boolean waitFor(Guard guard, long time, TimeUnit unit) throws InterruptedException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Integration of Justin Sampson's fixes to Monitor and addition of extensive tests.
