sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0079,apache/commons-compress,e61abc3e03482e3e08c5aaaa1c4ad57ddf6be383,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,method,parsePAX01SparseHeaders,private List<TarArchiveStructSparse> parsePAX01SparseHeaders(final String sparseMap),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,No need to throw IOException from this private method.
sample_0080,apache/commons-compress,893b441d761a445a65940b6fbd2dd5572516aa32,src/main/java/org/apache/commons/compress/utils/IOUtils.java,method,skip,"public static long skip(final InputStream input, long numToSkip) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-539,revert the change to IOUtils.skip
sample_0081,apache/commons-compress,101137bfa0f3ae709c2a2771368b190ceb899ea0,src/main/java/org/apache/commons/compress/utils/IOUtils.java,method,skip,"public static long skip(final InputStream input, long numToSkip) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-539,"Update the IOUtils.skip to the latest implementation of Commons IO, and reuse the record buffer in TarArchiveInputStream."
sample_0082,apache/commons-compress,8d969d60536b8878f73fd494c517de5d18be9d89,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,addPaxHeader,"public void addPaxHeader(String name,String value)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,"Revert "" : throws IOException if non-number exists in pax header"""
sample_0083,apache/commons-compress,8d969d60536b8878f73fd494c517de5d18be9d89,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,updateEntryFromPaxHeaders,"void updateEntryFromPaxHeaders(Map<String, String> headers)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,"Revert "" : throws IOException if non-number exists in pax header"""
sample_0084,apache/commons-compress,8d969d60536b8878f73fd494c517de5d18be9d89,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,processPaxHeader,"private void processPaxHeader(String key, String val)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,"Revert "" : throws IOException if non-number exists in pax header"""
sample_0085,apache/commons-compress,b8a0b54c59191cb8338585eab055897737730a9e,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,addPaxHeader,"public void addPaxHeader(String name, String value) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,throws IOException if non-number exists in pax header
sample_0086,apache/commons-compress,b8a0b54c59191cb8338585eab055897737730a9e,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,updateEntryFromPaxHeaders,"void updateEntryFromPaxHeaders(Map<String, String> headers) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,throws IOException if non-number exists in pax header
sample_0087,apache/commons-compress,b8a0b54c59191cb8338585eab055897737730a9e,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,processPaxHeader,"private void processPaxHeader(String key, String val) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-529,throws IOException if non-number exists in pax header
sample_0088,apache/commons-compress,a1d4ce6273212f52ff5d770ee99ab5c56808a80f,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,TarArchiveEntry,"public TarArchiveEntry(final File file, final String fileName)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-404,Fallback to old file api calls if new ones fail
sample_0089,apache/commons-compress,afaaacf8ce5ffd0735c4b5e70259068327741ab0,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,TarArchiveEntry,public TarArchiveEntry(final Path file) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-404,Don't delegate the file constructor to the path constructor
sample_0090,apache/commons-compress,8f541a56b849c4fa9d5c22d2dde8d61eed8808cc,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,getFile,public File getFile(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-404,Use java.nio.Path as backing object in TarArchiveEntry
sample_0091,apache/commons-compress,af63d69043348dcb24d76adcde0e6db61e6657b3,src/main/java/org/apache/commons/compress/utils/SeekableInMemoryByteChannel.java,class,SeekableInMemoryByteChannel,public class SeekableInMemoryByteChannel implements SeekableByteChannel,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-499,properly set the position when truncate is called
sample_0092,apache/commons-compress,dfa9ed3712097c10765301b15d720f867c4a061d,src/main/java/org/apache/commons/compress/archivers/zip/ZipSplitReadOnlySeekableByteChannel.java,method,buildFromLastSplitSegment,public static SeekableByteChannel buildFromLastSplitSegment(File lastSegmentFile) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-477,mostly cosmetic changes to issue #84
sample_0093,apache/commons-compress,50569e5bfb1526c54acf0abe5a6e4d5463c5a4bd,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,getRealSize,public long getRealSize(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-124,add testcases for extracting sparse
sample_0094,apache/commons-compress,88e26c9ffac61713372378c6f0225cd1a8b676e9,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,method,ZipArchiveInputStream,public ZipArchiveInputStream(final InputStream inputStream),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-479,"Revert "" introduce a parameter class for zip readers"""
sample_0095,apache/commons-compress,88e26c9ffac61713372378c6f0225cd1a8b676e9,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,ZipFile,public ZipFile(final File f) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-479,"Revert "" introduce a parameter class for zip readers"""
sample_0096,apache/commons-compress,0c4f64c2bebd85a96be8a07b1ad700c7688cbe02,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,method,ZipArchiveInputStream,public ZipArchiveInputStream(final InputStream inputStream),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-479,introduce a parameter class for zip readers
sample_0097,apache/commons-compress,0c4f64c2bebd85a96be8a07b1ad700c7688cbe02,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,ZipFile,public ZipFile(final File f) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-479,introduce a parameter class for zip readers
sample_0098,apache/commons-compress,40b1d2fb8ff2eb4374eda8169524fade205a5e6c,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java,method,CpioArchiveInputStream,"public CpioArchiveInputStream(final InputStream in, final int blockSize, final String encoding)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,make varius places where bad data can cause RuntimeExceptions throw checked exceptions
sample_0099,apache/commons-compress,40b1d2fb8ff2eb4374eda8169524fade205a5e6c,src/main/java/org/apache/commons/compress/archivers/dump/TapeInputStream.java,method,resetBlockSize,"public void resetBlockSize(final int recsPerBlock, final boolean isCompressed) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,make varius places where bad data can cause RuntimeExceptions throw checked exceptions
sample_0100,apache/commons-compress,40b1d2fb8ff2eb4374eda8169524fade205a5e6c,src/main/java/org/apache/commons/compress/compressors/lzw/LZWInputStream.java,method,initializeTables,"protected void initializeTables(final int maxCodeSize, final int memoryLimitInKb) throws MemoryLimitException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,make varius places where bad data can cause RuntimeExceptions throw checked exceptions
sample_0101,apache/commons-compress,91c2f0df50e86c65131cf9b83f1cba2e10c9786f,src/main/java/org/apache/commons/compress/archivers/examples/Archiver.java,method,create,"@Deprecated public void create(String format, OutputStream target, File directory) throws IOException, ArchiveException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-486,deal with resouce leaks in example code
sample_0102,apache/commons-compress,91c2f0df50e86c65131cf9b83f1cba2e10c9786f,src/main/java/org/apache/commons/compress/archivers/examples/Expander.java,method,expand,"@Deprecated public void expand(InputStream archive, File targetDirectory) throws IOException, ArchiveException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-486,deal with resouce leaks in example code
sample_0103,apache/commons-compress,d50308367fa7238c20b9db63469000aa2906d18f,src/main/java/org/apache/commons/compress/compressors/snappy/FramedSnappyCompressorInputStream.java,method,FramedSnappyCompressorInputStream,"public FramedSnappyCompressorInputStream(final InputStream in, final int blockSize, final FramedSnappyDialect dialect) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,not really - throw on negative sizes read from stream
sample_0104,apache/commons-compress,58364058bd2903ebd1568f6df22161e142a0dc86,src/main/java/org/apache/commons/compress/compressors/lz77support/AbstractLZ77CompressorInputStream.java,method,AbstractLZ77CompressorInputStream,"public AbstractLZ77CompressorInputStream(final InputStream is, int windowSize) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,throw IOException for certain malformed archives
sample_0105,apache/commons-compress,58364058bd2903ebd1568f6df22161e142a0dc86,src/main/java/org/apache/commons/compress/compressors/lz77support/AbstractLZ77CompressorInputStream.java,method,startLiteral,protected final void startLiteral(long length),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,throw IOException for certain malformed archives
sample_0106,apache/commons-compress,58364058bd2903ebd1568f6df22161e142a0dc86,src/main/java/org/apache/commons/compress/compressors/lz77support/AbstractLZ77CompressorInputStream.java,method,startBackReference,"protected final void startBackReference(int offset, long length)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-490,throw IOException for certain malformed archives
sample_0107,apache/commons-compress,1fbb16b037e62c6af90ab89ab3ac8d3633c59a90,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveEntry.java,method,getHeaderPadCount,@Deprecated public int getHeaderPadCount(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix writing of multibyte name entries
sample_0108,apache/commons-compress,0aeda4fcc3c6de7109acd8cf78f8779654b9f771,src/main/java/org/apache/commons/compress/utils/IOUtils.java,method,copy,"public static long copy(final InputStream input, final OutputStream output, final int buffersize) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-451,reject 0 buffersize in IOUtils.copy
sample_0109,apache/commons-compress,d5f61b4398e6572d974ee13d01f47f82744fb495,src/main/java/org/apache/commons/compress/utils/BitInputStream.java,method,alignWithByteBoundary,public void alignWithByteBoundary(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,reading from the cache doesn't need to throw an exception
sample_0110,apache/commons-compress,6c203ab46b24751c285f021caad9d8969cf2f45f,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,method,getInputStream,public InputStream getInputStream(final ZipArchiveEntry ze) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,There is General exception 'IOException' in the throws list already.
sample_0111,apache/commons-compress,c82dc1fc6238b6f22797c678f10b64c9cd36ddcb,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,method,write,"@Override public void write(final byte[] wBuf, int wOffset, int numToWrite) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-409,remove internal buffering from TarArchiveOutputStream
sample_0112,apache/commons-compress,cec72ce690353c90f3867191d7e657ba59ed2612,src/main/java/org/apache/commons/compress/archivers/zip/ZipEncodingHelper.java,method,getZipEncoding,public static ZipEncoding getZipEncoding(final String name),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-410,"Remove Non-NIO character set encoders. As a special case, the encoder will replace malformed / unmappable input with '?'. This behavior is required for compatibility with existing behavior."
sample_0113,apache/commons-compress,b6ae1d09c384b57115bb34ed94c90e256e4b66b9,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,method,TarArchiveOutputStream,"@Deprecated public TarArchiveOutputStream(final OutputStream os, final int blockSize, final int recordSize, final String encoding)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-407,Validate Block and Record Sizes
sample_0114,apache/commons-compress,b6ae1d09c384b57115bb34ed94c90e256e4b66b9,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,method,getRecordSize,@Deprecated public int getRecordSize(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-407,Validate Block and Record Sizes
sample_0115,apache/commons-compress,4e442bb44280243f6e0e72d845fa8275d665ca84,src/main/java/org/apache/commons/compress/compressors/lzw/LZWInputStream.java,method,initializeTables,"protected void initializeTables(final int maxCodeSize, final int memoryLimitInKb) throws MemoryLimitException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-382,"and -- hard reset to expunge static parameter proposal. Updated MemoryLimitException to include cause when it exists. Updated LZWInputStream to calculate estimated memory on maxTableSize*6 to account for int[] and byte[], byte[]."
sample_0116,apache/commons-compress,26eab98e3a0d403587cc915eaa8f7d4b7b894cef,src/main/java/org/apache/commons/compress/MemoryLimitException.java,class,MemoryLimitException,public class MemoryLimitException extends IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-382,"and -- take 4, clean up and allow for overflow via longs."
sample_0117,apache/commons-compress,26eab98e3a0d403587cc915eaa8f7d4b7b894cef,src/main/java/org/apache/commons/compress/compressors/lzw/LZWInputStream.java,method,initializeTables,protected void initializeTables(final int maxCodeSize) throws MemoryLimitException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-382,"and -- take 4, clean up and allow for overflow via longs."
sample_0118,apache/commons-compress,ea4d697cb86beb3cab57a16a5c5ebb6e4e516c67,src/main/java/org/apache/commons/compress/utils/ByteUtils.java,method,fromLittleEndian,"public static long fromLittleEndian(ByteSupplier supplier, final int length) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,tweak ByteUtils
sample_0119,apache/commons-compress,f874b8c258f89b464698f86a562812030c5f45f9,src/main/java/org/apache/commons/compress/compressors/lz77support/Parameters.java,method,Parameters,"public Parameters(int windowSize, int minMatchLength, int maxMatchLength, int maxOffset, int maxLiteralLength)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,avoid some ugly border cases
sample_0120,apache/commons-compress,b8101b95c1d647b59697fed229bbbd8b5493b17c,src/main/java/org/apache/commons/compress/compressors/lz77support/LZ77Compressor.java,method,compress,public void compress(byte[] data) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,allow callback to throw IOException
sample_0121,apache/commons-compress,b8101b95c1d647b59697fed229bbbd8b5493b17c,src/main/java/org/apache/commons/compress/compressors/lz77support/LZ77Compressor.java,method,finish,public void finish() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,allow callback to throw IOException
sample_0122,apache/commons-compress,42216000561c9b19bc258e337738ac125e5e6a06,src/main/java/org/apache/commons/compress/utils/SeekableInMemoryByteChannel.java,class,SeekableInMemoryByteChannel,public class SeekableInMemoryByteChannel implements SeekableByteChannel,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-327,convenience constructors and more javadocs
sample_0123,apache/commons-compress,2424036c286f0b3dfc280f00a1e835cb52e39375,src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java,method,finalize,@Override protected void finalize() throws Throwable,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-357,no longer invoke finish from finalize
sample_0124,apache/commons-compress,24a3100e9897837b513a0d9f2ae26fd02ec91246,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,getUserId,@Deprecated public int getUserId(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-315,allow tar entries with gid/uid > Integer.MAX_INT
sample_0125,apache/commons-compress,24a3100e9897837b513a0d9f2ae26fd02ec91246,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,getGroupId,@Deprecated public int getGroupId(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-315,allow tar entries with gid/uid > Integer.MAX_INT
sample_0126,apache/commons-compress,0b33b14271675a78b8bc2e538089af2ecde7d2a0,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,class,ArchiveStreamFactory,public class ArchiveStreamFactory,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-302,Restore immutability/thread-safety to ArchiveStreamFactory.
sample_0127,apache/commons-compress,0b33b14271675a78b8bc2e538089af2ecde7d2a0,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,method,setEntryEncoding,@Deprecated public void setEntryEncoding(String entryEncoding),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-302,Restore immutability/thread-safety to ArchiveStreamFactory.
sample_0128,apache/commons-compress,121cae778dcb63a4ca4f1ee2743e58bffcbfe4be,src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java,class,CompressorStreamFactory,public class CompressorStreamFactory,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-303,Restore immutability/thread-safety to CompressorStreamFactory.
sample_0129,apache/commons-compress,121cae778dcb63a4ca4f1ee2743e58bffcbfe4be,src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java,method,setDecompressConcatenated,@Deprecated public void setDecompressConcatenated(boolean decompressConcatenated),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-303,Restore immutability/thread-safety to CompressorStreamFactory.
sample_0130,apache/commons-compress,5d083b55a6d160daf21f4fdea106d5db9c95e12b,src/main/java/org/apache/commons/compress/archivers/zip/ParallelScatterZipCreator.java,method,createCallable,"public final Callable<Object> createCallable(ZipArchiveEntry zipArchiveEntry, InputStreamSupplier source)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Review comments from Emmanuel Bourg
sample_0131,apache/commons-compress,2bf135d0e5f17a7e0ada98ad5d1d95eb813b11a6,src/main/java/org/apache/commons/compress/archivers/zip/ParallelScatterZipCreator.java,class,ParallelScatterZipCreator,public class ParallelScatterZipCreator,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Changed from nThreads to receiving an ExecutorService
sample_0132,apache/commons-compress,7d99a02fc8bed02f6071a928f3828d2c76f8d1e4,src/main/java/org/apache/commons/compress/archivers/zip/ParallelScatterZipCreator.java,method,writeTo,"public void writeTo(ZipArchiveOutputStream targetStream) throws IOException, InterruptedException, ExecutionException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Fixed last findbug issue, which was real"
sample_0133,apache/commons-compress,cbbeae7719943308494825574a0002ea649b3de3,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,addRawArchiveEntry,"public void addRawArchiveEntry(ZipArchiveEntry entry, InputStream rawStream) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Modified ZipOutputStream to be able to avoid seeking and rewriting headers when operating through addRaw.
sample_0134,apache/commons-compress,557800a53cedad99afc951032a11931f3e39bf13,src/main/java/org/apache/commons/compress/utils/IOUtils.java,method,skip,"public static long skip(InputStream input, long numToSkip) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-277,make sure IOUtils#skip deals with streams that return 0 on skip even though more could be read
sample_0135,apache/commons-compress,13650931b296a6d0d34db1b0c4632e38a8a2593a,src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZMethod.java,class,SevenZMethod,public enum SevenZMethod,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-257,add the remaining BCJ implementations provided by XZ for Java
sample_0136,apache/commons-compress,00fe3063203024a1793f0f81c6627890d87fadfd,src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZOutputFile.java,method,setContentCompression,public void setContentCompression(SevenZMethod method),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-266,allow a stack of methods when writing 7z files - preparation for and needed by as well
sample_0137,apache/commons-compress,a99d1e3decf289a998effa4fb976d83555c47d94,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,method,createArchiveInputStream,"public ArchiveInputStream createArchiveInputStream( final String archiverName, final InputStream in) throws ArchiveException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-267,throw a specific exception in ArchiveStreamFactory if asked to read/write 7z - or any other future format we don't support streaming for git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1570885 13f79535-47bb-0310-9956-ffa450edef68
sample_0138,apache/commons-compress,a99d1e3decf289a998effa4fb976d83555c47d94,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,method,createArchiveOutputStream,"public ArchiveOutputStream createArchiveOutputStream( final String archiverName, final OutputStream out) throws ArchiveException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-267,throw a specific exception in ArchiveStreamFactory if asked to read/write 7z - or any other future format we don't support streaming for git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1570885 13f79535-47bb-0310-9956-ffa450edef68
sample_0139,apache/commons-compress,8301ee7fec23ffdee9ea2c8ce5a8b80f343744e5,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,class,Buffer,private static final class Buffer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Modified ZipArchiveInputStream.Buffer to look more like a java.nio.ByteBuffer
sample_0140,apache/commons-compress,fcec064a6c0a01eb97e2febeca4955881973bd33,src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZOutputFile.java,method,close,public void close() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,no longer swallow exceptions on close
sample_0141,apache/commons-compress,90b73bf96a9a09ea633cc42eb17cab60c885d8c6,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java,method,CpioArchiveInputStream,public CpioArchiveInputStream(final InputStream in),JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-180,Add encoding support to CPIO package - related to git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1512804 13f79535-47bb-0310-9956-ffa450edef68
sample_0142,apache/commons-compress,90b73bf96a9a09ea633cc42eb17cab60c885d8c6,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java,method,CpioArchiveOutputStream,"public CpioArchiveOutputStream(final OutputStream out, final short format)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-180,Add encoding support to CPIO package - related to git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1512804 13f79535-47bb-0310-9956-ffa450edef68
sample_0143,apache/commons-compress,5972cab660f9f3600ecff59dc94b02a08b0ef1f9,src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java,class,DumpArchiveInputStream,public class DumpArchiveInputStream extends ArchiveInputStream,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-180,Add encoding support to DumpArchiveInputStream - related to git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1512789 13f79535-47bb-0310-9956-ffa450edef68
sample_0144,apache/commons-compress,5972cab660f9f3600ecff59dc94b02a08b0ef1f9,src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java,method,DumpArchiveInputStream,public DumpArchiveInputStream(InputStream is) throws ArchiveException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-180,Add encoding support to DumpArchiveInputStream - related to git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1512789 13f79535-47bb-0310-9956-ffa450edef68
sample_0145,apache/commons-compress,93e861d21f55b8e6d066416143a252ee17302865,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java,method,CpioArchiveInputStream,public CpioArchiveInputStream(final InputStream in),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,document 'EOF behaviour' of Dump/Ar/Cpio InputStreams
sample_0146,apache/commons-compress,be286da2b3ade34a747a7b650e7bb0d5d233f2c8,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry.java,method,writeEntryHeader,"public void writeEntryHeader(byte[] outbuf, boolean starMode)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-182,user STAR encoding for all numeric fields in tar headers if they don't fit in the 'normal' range.
sample_0147,apache/commons-compress,30c859c12eb01639d64dfc813187c81b7cba4f05,src/main/java/org/apache/commons/compress/compressors/gzip/GzipCompressorInputStream.java,class,GzipCompressorInputStream,public class GzipCompressorInputStream extends CompressorInputStream,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-154,support for concatenated streams in Gzip input. . Submitted by Lasse Collin
sample_0148,apache/commons-compress,30c859c12eb01639d64dfc813187c81b7cba4f05,src/main/java/org/apache/commons/compress/compressors/gzip/GzipCompressorInputStream.java,method,GzipCompressorInputStream,public GzipCompressorInputStream(InputStream inputStream) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-154,support for concatenated streams in Gzip input. . Submitted by Lasse Collin
sample_0149,apache/commons-compress,18e1a3a2d47d97c6fbcb61e23dab60fdc3b78a3b,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,handleZip64Extra,"private void handleZip64Extra(ZipArchiveEntry ze, long lfhOffset, boolean needsZip64Extra)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"It seems WinZip uses 'version needed to extract' from the central directory entry to parse the local file header ignoring the 'version' stored in the LFH. Make sure the two values agree, which they did not in 'Always' mode."
sample_0150,apache/commons-compress,794c20fe50038a8fe88852e4ab95e6381ed8027b,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,class,ZipArchiveOutputStream,public class ZipArchiveOutputStream extends ArchiveOutputStream,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"a few 'extract method' refactorings to make code more readable, still won't win a beauty-contest"
sample_0151,apache/commons-compress,794c20fe50038a8fe88852e4ab95e6381ed8027b,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,closeArchiveEntry,@Override public void closeArchiveEntry() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"a few 'extract method' refactorings to make code more readable, still won't win a beauty-contest"
sample_0152,apache/commons-compress,794c20fe50038a8fe88852e4ab95e6381ed8027b,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,putArchiveEntry,@Override public void putArchiveEntry(ArchiveEntry archiveEntry) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"a few 'extract method' refactorings to make code more readable, still won't win a beauty-contest"
sample_0153,apache/commons-compress,cb37781779d46be803d75fec52aefad5b61be8ec,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,closeArchiveEntry,@Override public void closeArchiveEntry() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-36,Implement Zip64Mode.Never. and git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1155274 13f79535-47bb-0310-9956-ffa450edef68
sample_0154,apache/commons-compress,cb37781779d46be803d75fec52aefad5b61be8ec,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,method,putArchiveEntry,@Override public void putArchiveEntry(ArchiveEntry archiveEntry) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,COMPRESS-36,Implement Zip64Mode.Never. and git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1155274 13f79535-47bb-0310-9956-ffa450edef68
